CustomerID,Age,Income,Location,EmploymentStatus,LoanAmount,TenureMonths,InterestRate,LoanType,MissedPayments,DelaysDays,PartialPayments,InteractionAttempts,SentimentScore,ResponseTimeHours,AppUsageFrequency,WebsiteVisits,Complaints,Target
CUST1497,29,842591,Rural,Student,170778,12,13.51,Auto,2,149,1,6,0.13,46.07,0.73,21,1,0
CUST1498,45,1030780,Suburban,Salaried,781945,28,11.63,Home,2,148,1,2,-0.46,56.82,0.11,15,0,0
CUST1499,53,388272,Rural,Unemployed,247154,24,12.9,Auto,3,0,2,3,-0.22,50.53,0.61,28,1,1
CUST1500,61,264476,Suburban,Self-Employed,557759,43,9.4,Personal,3,164,0,2,-0.2,15.2,0.44,31,2,1
CUST1501,26,311655,Rural,Student,873331,27,12.88,Education,5,76,3,6,-0.64,5.61,0.06,18,0,1
CUST1502,25,668526,Suburban,Self-Employed,839348,19,12.57,Auto,1,84,1,6,-1,52.43,0.54,34,1,1
CUST1503,31,1340569,Suburban,Student,302484,38,7.72,Auto,3,45,0,3,0.71,37.04,0.08,42,1,0
CUST1504,49,1243630,Suburban,Self-Employed,467749,35,11.77,Auto,1,136,1,6,0.43,50.71,0.83,31,1,0
CUST1505,57,1053297,Suburban,Unemployed,342771,15,9.18,Personal,0,144,0,4,0.38,34.59,0.63,19,0,0
CUST1506,46,1958165,Urban,Unemployed,800994,8,13.03,Home,2,46,0,0,0.09,22.82,0.56,39,1,1
CUST1507,41,751095,Suburban,Salaried,860543,43,9.92,Auto,3,58,0,9,0.4,20.88,0.13,19,0,0
CUST1508,55,926236,Urban,Salaried,984749,26,15.05,Personal,1,53,1,3,0.87,52.73,0.29,7,1,1
CUST1509,31,592173,Urban,Student,136513,11,7.29,Education,4,85,0,6,0.33,20.29,0.49,34,0,1
CUST1510,58,1059267,Suburban,Unemployed,108062,28,13.43,Business,1,11,0,1,-0.47,51.6,0.63,41,0,0
CUST1511,28,1782041,Urban,Self-Employed,104483,36,12.43,Personal,0,5,0,1,0.14,27.95,0.18,12,1,1
CUST1512,43,1059123,Rural,Self-Employed,975806,42,12.72,Business,2,52,1,0,-0.12,55.62,0.01,40,0,0
CUST1513,56,709863,Suburban,Self-Employed,278394,20,8.61,Auto,0,143,1,1,0.11,10.71,0.34,5,1,1
CUST1514,54,662866,Urban,Salaried,982065,12,10.98,Auto,4,89,0,9,0.04,15.16,0.48,46,2,1
CUST1515,55,952753,Suburban,Self-Employed,462138,52,12.77,Personal,1,4,2,7,0.72,49.54,0.18,15,0,0
CUST1516,38,511147,Suburban,Salaried,642447,55,8.58,Business,2,72,2,7,0.3,40.56,0.49,4,0,1
CUST1517,59,1896342,Suburban,Salaried,366954,53,8.92,Auto,1,173,3,7,-0.62,15.08,0.34,44,1,0
CUST1518,52,1405777,Urban,Student,845623,13,11.18,Education,1,13,1,0,-0.87,65.05,0.46,33,0,0
CUST1519,43,435789,Rural,Self-Employed,164084,30,11.45,Home,1,171,0,0,-0.15,20.23,0.35,5,0,1
CUST1520,43,990700,Rural,Self-Employed,525851,52,8.6,Home,2,105,0,9,-0.97,30.61,0.63,32,0,0
CUST1521,52,760829,Urban,Unemployed,460086,44,9.43,Auto,1,51,0,3,-0.36,14.96,0.04,14,2,1
CUST1522,58,1022103,Suburban,Student,492506,35,8.36,Business,2,115,2,5,-0.26,28.24,0.17,14,0,0
CUST1523,31,1091897,Urban,Unemployed,481786,14,12.76,Auto,3,25,0,7,-0.25,35.65,0.43,13,1,1
CUST1524,34,1696593,Urban,Student,931737,46,11.94,Business,4,52,2,1,0.96,21.61,0.36,38,1,1
CUST1525,42,1126744,Urban,Self-Employed,663806,20,13.08,Education,2,108,3,2,-0.39,55.49,0.39,4,2,1
CUST1526,44,1919660,Suburban,Salaried,702363,44,14.49,Business,2,28,1,5,-0.47,28.67,0.8,25,0,0
CUST1527,54,1382591,Urban,Salaried,668498,22,10.73,Auto,3,18,1,9,-0.74,52.66,0.89,47,0,0
CUST1528,61,485593,Suburban,Salaried,568778,7,7.07,Education,3,46,0,3,0.02,15.31,0.25,16,1,0
CUST1529,50,1364123,Urban,Salaried,215631,14,7.21,Personal,2,135,0,1,-0.69,27.46,0.84,42,0,1
CUST1530,38,1695863,Rural,Salaried,666111,18,8.61,Home,3,22,1,6,0.23,1.08,0.46,46,0,1
CUST1531,39,220492,Urban,Unemployed,924161,38,14.53,Auto,1,116,0,3,-0.69,54.74,0.27,15,2,1
CUST1532,46,1944189,Urban,Student,82597,61,10.45,Auto,4,105,0,7,0.15,45.25,0.99,34,0,0
CUST1533,43,676611,Rural,Self-Employed,474873,43,8.51,Auto,0,162,3,7,0.65,58.97,0.82,37,0,0
CUST1534,34,334297,Suburban,Unemployed,208248,53,10.09,Education,5,52,1,6,-0.91,33.08,0.99,22,1,1
CUST1535,39,782510,Suburban,Student,784615,31,11.59,Personal,2,95,1,9,-0.16,57.68,0.17,12,0,0
CUST1536,56,753031,Urban,Salaried,748039,26,12.25,Business,1,4,1,8,-0.08,46.8,0.14,32,1,0
CUST1537,32,710551,Rural,Student,326629,17,8.11,Personal,1,15,1,3,0.58,0.76,0.5,28,1,0
CUST1538,62,1380105,Suburban,Student,430469,50,14.8,Education,1,16,1,6,-0.06,18.64,0.64,45,0,0
CUST1539,40,1951487,Urban,Salaried,745635,38,10.73,Auto,2,159,1,9,0.14,35.81,0.17,33,0,0
CUST1540,31,1152063,Rural,Salaried,705408,33,7.95,Home,1,101,0,9,0.58,44.74,0.86,33,1,1
CUST1541,30,1082965,Suburban,Salaried,982408,37,14.4,Auto,4,179,0,0,0.12,5.19,0.53,26,1,0
CUST1542,28,1270740,Suburban,Self-Employed,651131,14,6.73,Business,3,19,1,3,-0.28,50.91,0.41,14,0,0
CUST1543,49,606752,Rural,Salaried,725697,9,14.72,Home,0,111,2,1,-0.83,39.36,0.6,49,1,1
CUST1544,35,1949307,Rural,Self-Employed,678490,49,15.47,Auto,2,119,1,8,0.46,38.09,0.63,8,0,0
CUST1545,52,1514442,Rural,Salaried,217618,34,12.75,Home,0,110,1,4,0.74,21.38,0.04,25,0,0
CUST1546,38,966513,Rural,Self-Employed,479922,42,12.85,Personal,0,0,2,2,0.94,43.03,1,2,2,0
CUST1547,36,1976970,Urban,Student,792189,37,9.17,Education,2,57,0,3,0.85,2.47,0.36,35,0,0
CUST1548,26,944459,Rural,Unemployed,836978,20,14.4,Auto,3,92,0,5,0.59,5.13,0.06,46,2,1
CUST1549,54,408713,Suburban,Student,752240,20,11.5,Business,2,171,1,9,0.29,52.97,0.85,4,1,0
CUST1550,31,616758,Suburban,Student,911769,17,12.73,Personal,2,5,0,0,0.56,23.52,0.99,19,0,0
CUST1551,45,431189,Urban,Salaried,567398,56,14.75,Auto,1,107,1,6,-0.14,25.31,0.82,19,0,1
CUST1552,40,303182,Suburban,Self-Employed,820310,41,14.59,Personal,0,102,3,7,0.19,15.4,0.85,4,0,0
CUST1553,57,1969749,Suburban,Unemployed,815829,56,13.88,Business,2,49,0,6,-0.3,32.36,0.63,9,0,0
CUST1554,42,1725025,Rural,Salaried,521994,17,8.88,Auto,3,117,1,6,-0.35,4.22,0.92,15,1,0
CUST1555,35,1326369,Suburban,Salaried,405866,26,14.52,Business,3,109,0,8,0.51,21.98,0.04,24,0,1
CUST1556,59,786721,Urban,Salaried,898415,55,11.54,Home,3,87,0,3,-0.09,38.19,0.77,43,0,1
CUST1557,62,1103666,Rural,Student,470405,59,14.91,Business,3,19,0,6,-0.58,33.79,0.67,24,2,1
CUST1558,58,1072181,Rural,Self-Employed,135301,16,12.05,Home,0,13,0,8,-0.6,71.98,0.05,29,0,0
CUST1559,34,481430,Urban,Self-Employed,355032,37,9.61,Auto,1,132,1,4,0.72,28.3,0.54,13,0,0
CUST1560,52,970943,Rural,Unemployed,624238,55,9.35,Home,2,168,0,1,0.36,28.17,0.52,21,0,1
CUST1561,25,610343,Rural,Self-Employed,467235,57,10.68,Auto,1,39,2,4,0.09,36.51,0.69,42,0,1
CUST1562,55,1884241,Urban,Self-Employed,471021,41,12.82,Auto,4,33,0,3,-0.2,14.11,0.08,27,0,0
CUST1563,43,1103535,Rural,Salaried,112698,27,9.7,Education,0,123,3,7,-0.14,63.16,0.81,29,1,1
CUST1564,49,1954585,Urban,Salaried,435978,43,11.13,Auto,1,44,0,4,-0.89,41.42,0.14,18,0,0
CUST1565,64,1931585,Urban,Student,246630,38,9.24,Home,4,79,1,8,-0.09,14.24,0.42,37,0,0
CUST1566,32,1084159,Suburban,Salaried,163534,18,13.63,Education,1,70,3,8,0.59,57.23,0.88,41,1,1
CUST1567,39,732890,Suburban,Salaried,149978,30,10.37,Education,2,154,0,2,-0.22,2.95,0.56,19,0,1
CUST1568,31,1900027,Rural,Salaried,511641,55,6.85,Auto,4,77,2,9,-0.23,70.75,0.38,34,1,0
CUST1569,29,759051,Rural,Salaried,653365,55,7.51,Business,2,77,0,5,-0.97,62.36,0.05,21,0,1
CUST1570,30,1955262,Urban,Student,877777,38,7.02,Business,3,171,0,5,-0.08,41.94,0.67,14,0,0
CUST1571,64,330346,Rural,Salaried,580764,42,10.94,Education,1,32,1,3,-0.95,8.46,0.99,10,1,0
CUST1572,37,983656,Urban,Unemployed,672129,37,7.3,Auto,2,32,2,9,0.14,15.89,0.91,33,1,1
CUST1573,59,425359,Urban,Unemployed,535659,20,7.07,Business,1,43,2,2,0.01,20.48,0.72,23,0,1
CUST1574,26,1195586,Rural,Unemployed,672893,47,14.2,Auto,3,19,1,0,0.68,17.73,0.11,5,1,1
CUST1575,32,1141269,Urban,Unemployed,980165,42,13.52,Auto,3,110,1,6,0.16,36.07,0.24,16,0,0
CUST1576,59,1668355,Suburban,Salaried,414016,8,9.84,Education,1,163,1,4,-0.35,68.04,0.19,27,0,0
CUST1577,62,1184835,Rural,Unemployed,66765,21,14.68,Education,3,6,0,9,0.03,32.26,0.36,49,1,1
CUST1578,29,626446,Suburban,Salaried,167347,9,6.7,Personal,3,159,1,6,0.4,47.8,0.24,30,0,0
CUST1579,48,1526555,Rural,Student,984452,27,11.32,Business,3,166,2,0,-0.81,49.73,0.24,35,0,0
CUST1580,21,561184,Urban,Unemployed,718084,15,11.34,Business,2,23,1,7,0.24,62.82,0.62,8,0,0
CUST1581,24,1151957,Rural,Self-Employed,861748,26,10.29,Business,0,69,0,2,0.83,2.92,0.32,9,0,1
CUST1582,50,1019222,Suburban,Unemployed,977384,32,9.97,Home,4,111,2,6,-0.4,29.41,0.68,20,0,0
CUST1583,56,515465,Urban,Unemployed,881413,11,10.87,Auto,1,103,1,2,0.25,56.61,0.95,33,0,1
CUST1584,58,1273820,Rural,Salaried,92297,36,10.13,Education,2,53,1,2,0.64,58.76,0.64,30,1,0
CUST1585,39,1451650,Rural,Unemployed,172758,25,12.41,Business,2,37,2,9,0.02,66.8,0.75,28,0,1
CUST1586,28,1346431,Rural,Self-Employed,459519,49,7.45,Personal,1,73,2,8,0.44,50.75,0.75,42,2,1
CUST1587,22,626766,Suburban,Salaried,509291,8,7.78,Business,2,79,1,1,-0.38,18.03,0.33,42,0,1
CUST1588,43,1892491,Suburban,Salaried,520203,17,8.53,Auto,6,31,0,3,-0.39,36.66,0.01,10,2,1
CUST1589,38,1206330,Rural,Student,818037,48,8.63,Auto,0,44,1,5,0.34,2.81,0.06,32,0,0
CUST1590,28,1459558,Urban,Student,384450,32,11.16,Education,4,60,2,2,0.41,46.76,0.28,45,0,1
CUST1591,45,391318,Urban,Unemployed,632695,25,7.35,Home,2,52,2,9,0.87,40.13,0.69,0,1,1
CUST1592,24,332617,Suburban,Student,501123,54,13.58,Education,1,127,1,9,-0.55,48.18,0.91,20,0,0
CUST1593,57,1210176,Urban,Student,767966,26,8.63,Business,2,178,1,6,-0.06,67.01,0.96,22,0,0
CUST1594,26,1876735,Suburban,Student,639144,27,8.38,Personal,4,75,1,6,-0.5,49.64,0.03,8,1,1
CUST1595,52,1694516,Rural,Salaried,843315,30,12.74,Education,1,26,1,4,-0.84,23.41,0.99,0,2,1
CUST1596,39,262083,Suburban,Salaried,727549,15,6.52,Home,2,165,0,2,-0.19,14.71,0.32,20,0,1
CUST1597,64,987721,Suburban,Salaried,160036,52,11.57,Education,2,61,1,1,-0.25,61.61,0.84,21,0,1
CUST1598,60,262786,Rural,Student,87789,41,12.33,Auto,5,17,1,3,-0.46,14.39,0.18,3,3,1
CUST1599,46,663461,Urban,Salaried,817263,32,8.13,Business,1,126,1,3,-0.41,12.06,0.06,0,0,1
CUST1600,30,1395468,Suburban,Student,467152,10,7.16,Business,0,108,0,7,-0.28,15.27,0.38,9,0,0
CUST1601,47,756990,Suburban,Salaried,1000035,10,9.59,Business,2,102,1,7,0.98,36.88,0.86,14,0,0
CUST1602,39,472228,Rural,Salaried,694727,55,6.84,Business,1,76,2,4,0.57,9.38,0.22,35,1,0
CUST1603,60,1285077,Urban,Self-Employed,341128,25,7.99,Business,0,116,0,5,-0.86,67.58,0.15,28,0,1
CUST1604,23,643671,Suburban,Unemployed,519817,19,8.86,Business,1,103,3,7,0.74,69.59,0.91,45,0,1
CUST1605,33,1130640,Rural,Student,820967,54,9.51,Personal,1,157,1,0,0.27,70.13,0.94,4,0,1
CUST1606,47,1208581,Suburban,Self-Employed,604118,9,10.6,Home,2,48,2,4,0.78,3.3,0.01,28,0,1
CUST1607,39,545129,Rural,Salaried,154514,59,11.87,Business,2,168,1,3,-0.32,68.15,0.73,46,0,1
CUST1608,49,1884060,Urban,Student,801177,53,11.44,Home,2,115,1,3,-0.07,71.82,0.31,46,1,0
CUST1609,29,246472,Urban,Salaried,352413,46,7.96,Business,0,140,1,1,0.79,67.88,0.37,26,1,1
CUST1610,61,1608980,Urban,Unemployed,524703,27,7.56,Education,3,161,2,9,-0.45,48.47,0.47,24,1,1
CUST1611,59,1839247,Urban,Self-Employed,75277,42,13.97,Business,1,99,0,0,0.83,50.64,0.43,15,1,0
CUST1612,21,961968,Suburban,Unemployed,208332,32,11.25,Auto,1,124,1,5,0.66,9.24,0.51,15,0,0
CUST1613,22,1507556,Suburban,Self-Employed,128842,21,14.19,Personal,3,24,1,6,0.96,63.01,0.58,35,0,0
CUST1614,34,1765463,Urban,Salaried,403133,18,9.36,Education,1,127,1,4,-0.35,4.76,0.47,24,0,0
CUST1615,49,1051430,Urban,Unemployed,763110,37,11.22,Education,0,99,0,7,-0.53,23.22,0.7,40,1,1
CUST1616,44,871351,Urban,Unemployed,450025,18,11.35,Auto,1,145,0,8,-0.34,71.37,0.72,0,0,1
CUST1617,52,1876571,Suburban,Salaried,459637,25,9.61,Business,2,4,1,1,0.91,30.7,0.44,4,0,0
CUST1618,58,246736,Urban,Unemployed,98582,31,10.69,Personal,2,18,2,3,-0.33,9.88,0.14,40,2,1
CUST1619,26,1350180,Urban,Student,99123,60,10.27,Education,1,169,1,8,0.13,69.8,0.64,19,0,0
CUST1620,65,944775,Urban,Self-Employed,472853,22,8.71,Personal,1,17,1,4,-0.19,70.87,0.77,4,2,0
CUST1621,53,1969318,Rural,Self-Employed,763742,28,9.48,Education,4,120,1,2,-0.21,13.87,0.64,35,0,0
CUST1622,41,317921,Urban,Self-Employed,301972,17,12.73,Business,3,31,1,5,-0.61,62.33,0.59,28,1,1
CUST1623,36,481126,Rural,Student,171659,28,13.88,Education,0,148,1,2,0.07,28.42,0.23,47,0,0
CUST1624,42,261020,Rural,Self-Employed,109600,48,9.86,Education,1,9,1,4,0.7,27.77,0.65,33,1,0
CUST1625,30,677479,Urban,Salaried,166994,10,9.51,Home,3,36,2,2,-0.9,19.28,0.33,47,1,0
CUST1626,58,707293,Rural,Unemployed,792270,30,7.66,Business,3,176,2,5,0.78,3.7,0.92,17,1,1
CUST1627,56,512849,Urban,Student,268996,45,11.77,Auto,1,85,1,9,0.33,19.66,0.65,1,1,1
CUST1628,56,560149,Suburban,Self-Employed,891229,30,8.75,Auto,2,12,1,4,0.23,4.35,0.28,15,0,0
CUST1629,39,770483,Suburban,Salaried,770012,45,14.6,Business,3,144,1,8,0.25,66.59,0.47,28,0,1
CUST1630,39,1507523,Suburban,Unemployed,686779,61,8.87,Auto,1,8,0,2,-0.41,47.81,0.85,32,1,0
CUST1631,38,1353781,Suburban,Unemployed,325491,16,9.45,Business,0,87,1,5,-0.17,63.89,0.34,15,0,1
CUST1632,61,570786,Rural,Student,123497,28,11.73,Auto,2,171,0,7,0.6,51.79,0.53,34,0,0
CUST1633,33,1741953,Urban,Student,780434,25,13.21,Home,3,45,5,6,-0.39,9.89,0.68,46,0,1
CUST1634,34,496811,Urban,Student,458501,7,9.99,Auto,2,135,1,5,-0.06,67.75,0.75,42,1,1
CUST1635,50,812729,Urban,Salaried,764639,14,10.19,Education,3,118,0,1,-0.96,64.84,0.17,41,0,0
CUST1636,20,1319800,Suburban,Salaried,135015,8,14.86,Business,0,164,1,6,0.47,25.39,0.57,16,0,0
CUST1637,24,1051935,Suburban,Student,976727,7,6.99,Personal,2,18,0,7,-0.16,8.47,0.91,3,2,1
CUST1638,37,743037,Urban,Self-Employed,356930,19,14.51,Personal,4,173,2,0,0.05,50.85,0.97,48,0,0
CUST1639,43,1060835,Suburban,Unemployed,431111,46,7.57,Business,4,93,2,8,-0.77,52.58,0.66,3,0,0
CUST1640,30,1902169,Urban,Unemployed,556232,19,13.58,Home,2,25,2,3,0.98,64.62,0.98,24,0,0
CUST1641,31,1426764,Urban,Salaried,352235,26,12.25,Auto,2,45,2,7,-0.4,4.26,0.57,32,0,0
CUST1642,31,1379994,Urban,Unemployed,822580,27,9.11,Home,1,117,2,9,0.27,10.63,0.44,13,1,1
CUST1643,52,1784945,Urban,Self-Employed,475733,56,13.43,Personal,1,45,0,6,0.16,43.27,0.55,23,0,0
CUST1644,35,1052232,Urban,Unemployed,220183,51,7.11,Business,0,13,4,9,0.57,44.77,0.12,10,1,1
CUST1645,29,600816,Urban,Salaried,147935,23,8.93,Business,2,84,1,6,-0.41,2.9,0.4,24,1,1
CUST1646,59,838930,Urban,Salaried,283701,35,11.22,Home,0,62,0,1,0.51,28.88,0.46,27,0,0
CUST1647,32,1354658,Suburban,Self-Employed,266734,51,9.39,Home,1,71,2,0,-0.23,42.27,0.85,6,0,0
CUST1648,43,786797,Urban,Self-Employed,457969,20,11.69,Auto,3,2,1,3,-0.18,53.26,0.76,48,0,0
CUST1649,48,359477,Urban,Unemployed,251579,56,6.2,Education,0,27,0,1,0.35,23.1,0.6,35,0,0
CUST1650,27,594718,Suburban,Unemployed,307541,25,7.19,Education,2,124,0,7,0.57,35.1,0.35,9,0,1
CUST1651,48,740009,Suburban,Salaried,529957,55,7.48,Auto,1,156,0,9,0.33,58.7,0.19,48,0,0
CUST1652,57,734040,Suburban,Self-Employed,473459,54,7.91,Education,2,86,0,6,0.8,68.7,0.35,35,1,1
CUST1653,46,1323966,Urban,Self-Employed,732026,40,10.3,Personal,0,145,1,7,-0.43,16.97,0.68,30,0,0
CUST1654,29,279663,Rural,Self-Employed,394773,49,13.09,Education,2,162,0,5,0.8,18.59,0.26,18,0,1
CUST1655,47,874301,Rural,Unemployed,530963,21,14.4,Auto,1,76,1,0,-0.74,67.7,0.43,17,0,0
CUST1656,49,168920,Suburban,Self-Employed,501333,19,13.6,Education,3,75,0,8,0.32,28.81,0.39,48,0,1
CUST1657,57,1453213,Rural,Salaried,427466,45,8.17,Business,3,174,2,5,0.1,51.86,0.77,5,0,0
CUST1658,61,1561038,Suburban,Salaried,234289,58,9.95,Home,2,113,0,9,-0.01,44.28,0.88,27,0,1
CUST1659,55,1449826,Urban,Unemployed,399250,26,7.69,Personal,2,132,3,0,-0.38,20.92,0.7,6,0,0
CUST1660,48,1240744,Rural,Student,438225,35,9.15,Business,2,74,1,0,0.01,47.23,0.34,37,0,0
CUST1661,36,334341,Urban,Unemployed,412657,43,10.98,Business,0,58,0,7,-0.68,47.37,0.43,11,1,1
CUST1662,30,1095865,Rural,Student,615922,8,6.78,Auto,2,58,1,5,-0.26,42.86,0.14,40,0,0
CUST1663,54,1350444,Urban,Self-Employed,208439,32,7.95,Home,2,46,0,7,-0.8,7.63,0.17,49,3,1
CUST1664,40,483461,Rural,Unemployed,748130,32,13.95,Home,1,94,2,7,0.14,71.65,0.16,33,1,1
CUST1665,32,1282535,Urban,Salaried,862560,36,10.16,Personal,3,140,1,7,-0.81,29.13,0.13,24,1,0
CUST1666,49,941626,Urban,Self-Employed,125348,19,10.69,Auto,1,77,1,9,-0.68,46.13,0.18,16,0,0
CUST1667,49,712600,Rural,Salaried,613289,17,7.12,Personal,1,112,0,6,-0.83,63.83,0.2,32,1,1
CUST1668,33,675482,Urban,Self-Employed,318329,7,8.3,Education,2,108,1,6,-0.24,30.77,0.11,22,0,1
CUST1669,54,1210225,Urban,Unemployed,521420,43,14.26,Business,1,105,1,9,0.68,55.84,0.64,8,0,0
CUST1670,26,1765936,Urban,Student,401281,55,7.7,Personal,1,88,0,3,0.81,69.99,0.99,5,0,0
CUST1671,38,282760,Rural,Self-Employed,187752,43,10.43,Business,0,32,1,8,-0.86,26.16,0.88,1,0,0
CUST1672,26,625519,Rural,Student,706700,7,7.02,Auto,3,96,0,1,0.27,29.48,0.05,37,0,1
CUST1673,45,1915839,Urban,Self-Employed,740153,41,10.07,Education,2,78,4,8,0.37,65.25,0.42,8,1,1
CUST1674,22,1128236,Urban,Salaried,200988,60,6.78,Auto,2,15,1,9,0.07,11.91,0.86,2,0,0
CUST1675,31,1949307,Rural,Salaried,73706,33,13.17,Education,4,43,1,2,0.33,2.54,0.13,15,1,1
CUST1676,49,1761726,Rural,Self-Employed,839515,18,13.01,Education,1,119,6,1,-0.53,65.49,0.85,24,0,1
CUST1677,26,1338487,Urban,Student,481850,12,13.2,Business,3,133,0,3,-0.02,59.24,0.59,23,0,1
CUST1678,52,1416955,Urban,Unemployed,983820,50,8.91,Auto,2,107,1,4,-0.22,70.04,0.93,46,0,0
CUST1679,21,1302327,Urban,Unemployed,819256,44,13.42,Auto,2,142,1,1,-0.82,4.66,0.88,28,0,0
CUST1680,38,1967178,Suburban,Salaried,343132,49,11.42,Personal,1,3,3,0,0.25,11.67,0.68,43,2,0
CUST1681,53,1471610,Rural,Unemployed,768238,27,9.78,Auto,3,55,1,9,-0.01,8.03,0.66,39,0,1
CUST1682,31,263665,Suburban,Salaried,209123,24,11.62,Personal,1,63,0,4,-0.45,49.36,0.21,25,0,0
CUST1683,42,1824908,Rural,Unemployed,119746,14,6.9,Home,2,161,2,8,-0.05,43.83,0.12,37,0,1
CUST1684,47,1372024,Rural,Self-Employed,486670,34,7.22,Home,1,94,2,4,0.55,26.19,0.42,34,0,0
CUST1685,45,789741,Rural,Salaried,315884,47,13.21,Home,3,55,1,9,0.6,4.61,0.19,22,0,0
CUST1686,41,929392,Rural,Salaried,279045,30,8.38,Auto,3,31,0,8,0.3,46.24,0.1,3,1,1
CUST1687,47,750301,Rural,Self-Employed,271583,36,11.58,Auto,1,115,0,9,-0.06,41.26,0.3,41,0,0
CUST1688,33,1294943,Rural,Salaried,543699,23,9.77,Personal,2,8,1,5,0.15,8.57,0.86,13,0,0
CUST1689,54,755492,Rural,Unemployed,871266,26,13.97,Education,0,104,0,2,-0.23,65.49,0.02,46,0,1
CUST1690,54,886470,Suburban,Unemployed,824578,56,14.1,Personal,2,77,2,3,-0.75,14.72,0.29,38,2,1
CUST1691,61,716254,Urban,Salaried,567042,20,13.51,Home,2,160,0,3,-0.23,53.66,0.42,6,0,0
CUST1692,55,1656280,Urban,Unemployed,267092,50,9,Personal,0,86,1,0,0.06,63.78,0.51,7,3,1
CUST1693,20,277100,Suburban,Student,950012,50,8.45,Education,3,20,2,2,0.2,41.93,0.18,41,0,1
CUST1694,40,666994,Suburban,Salaried,408173,12,10.63,Auto,4,54,0,2,0.87,18.15,0.96,18,0,1
CUST1695,27,783834,Suburban,Self-Employed,887051,21,6.56,Personal,0,75,0,0,0.55,22.61,0.58,1,0,0
CUST1696,47,610541,Suburban,Student,754123,50,6.52,Home,3,129,0,8,-0.7,63.83,0.52,46,1,1
CUST1697,38,371724,Rural,Salaried,79362,54,10.7,Home,1,140,0,0,-0.65,21.83,0.01,0,0,0
CUST1698,25,633775,Urban,Self-Employed,678187,52,10.62,Auto,2,125,1,8,-0.8,53.85,0.49,41,0,1
CUST1699,51,1484677,Rural,Unemployed,458197,31,14.55,Personal,3,131,1,0,0.48,71.3,0.84,37,1,1
CUST1700,25,860063,Urban,Self-Employed,906403,60,8.22,Education,2,83,0,1,0.41,71.99,0.22,12,0,1
CUST1701,57,1837536,Urban,Student,253825,30,8.39,Auto,0,177,0,1,0.97,38.64,0.35,41,0,0
CUST1702,23,315439,Suburban,Unemployed,165872,28,7.17,Personal,0,114,0,5,0.04,59.6,0.02,43,0,1
CUST1703,44,1283956,Rural,Salaried,782465,15,14.1,Business,1,47,0,6,0.65,71.3,0.98,23,0,0
CUST1704,56,2005328,Suburban,Unemployed,206106,40,12.91,Home,4,122,1,0,0.15,27.29,0.07,31,0,0
CUST1705,56,701394,Rural,Salaried,933513,56,13.89,Education,1,77,1,2,0.75,18.55,0.9,29,1,1
CUST1706,31,1177419,Urban,Salaried,100323,24,14.07,Education,0,29,1,1,0.44,8.67,0.31,5,2,0
CUST1707,31,1322497,Suburban,Self-Employed,901848,43,11.46,Education,2,28,1,7,0.29,10.57,0.59,37,1,0
CUST1708,38,1190974,Suburban,Self-Employed,783016,48,10.64,Home,0,135,0,8,0.13,61.53,0.68,32,1,1
CUST1709,37,1333572,Urban,Self-Employed,213409,23,9.01,Personal,3,139,1,1,0.45,42.59,0.14,43,2,1
CUST1710,41,746907,Urban,Student,204438,53,11.71,Auto,3,40,1,1,-0.16,62.97,0.44,22,0,1
CUST1711,35,398718,Urban,Student,151315,35,10.86,Personal,2,25,1,9,-0.81,56.95,0.33,9,0,0
CUST1712,29,1234310,Suburban,Self-Employed,96994,15,9.94,Auto,4,49,2,8,-0.92,48.67,0.06,45,0,1
CUST1713,20,1179568,Rural,Student,894125,19,13.96,Education,0,1,1,3,-0.04,44.07,0.83,14,0,0
CUST1714,33,1389827,Suburban,Unemployed,245273,36,15.06,Personal,4,54,2,4,0.2,3.96,0.05,22,0,1
CUST1715,23,1581574,Rural,Unemployed,470514,59,12.77,Education,1,103,2,8,-0.84,62.87,0.65,35,0,1
CUST1716,21,482852,Suburban,Student,709079,35,12.43,Business,2,13,1,5,-0.43,30.38,0.31,0,1,1
CUST1717,60,358752,Suburban,Student,988531,51,11.98,Education,1,133,3,9,-0.36,40.52,0.19,7,0,1
CUST1718,53,379051,Urban,Unemployed,611668,27,7.61,Education,1,127,1,8,0.13,2.07,0.67,2,0,1
CUST1719,53,754979,Rural,Salaried,623742,45,7.2,Auto,4,103,0,8,-0.44,67.43,0.57,13,1,1
CUST1720,49,1465754,Suburban,Unemployed,916662,58,12.27,Business,0,94,0,6,-0.81,65.05,0.32,16,0,0
CUST1721,51,1723737,Suburban,Unemployed,990681,18,13.09,Education,0,80,1,9,-0.67,39.34,0.51,33,0,0
CUST1722,28,1258835,Urban,Student,532687,53,7.2,Education,3,60,0,8,-0.65,41.78,0.25,46,0,1
CUST1723,60,685866,Urban,Unemployed,453486,24,14.29,Business,1,11,2,4,0.69,50.91,0.86,5,0,0
CUST1724,45,674960,Rural,Student,278770,49,7.27,Business,2,12,2,4,-0.43,19.43,0.31,4,0,0
CUST1725,54,1406393,Suburban,Student,425005,37,8.63,Personal,1,146,1,7,0.43,16.37,0.25,45,0,0
CUST1726,24,540440,Rural,Self-Employed,185685,33,12.32,Auto,2,171,0,9,0.14,48.69,0.75,40,1,1
CUST1727,32,476213,Suburban,Unemployed,270317,26,8.34,Business,3,88,1,3,0.95,7.97,0.02,39,0,1
